sentence,stanceConsolidated,stanceNotConsolidated,coderConsolidated,coderNotConsolidated,publishDate,title,publisherGroup,publisher,category,keywordGroups,keywords,author
"„Sugu on nagu rass, seda ei ole olemas mujal kui ideoloogide ning nende järgijate peas,“ kirjutab aastaid soolise võrdõiguslikkuse volinikuna tegutsenud Mari-Liis Sepper.",MH,MH,N,N,27.12.2018 09:35,"Peeter Ernits: Kas ma olen ebanormaalne, kui ma ei mõista uusi normaalsusi?",UuedUudised,UuedUudised,Arvamus,['rass'],['([\\W ]|^)rass'],
Jutt on muidugi pagulasteemast.,MH,MH,N,N,20.09.2015 15:02,Laine Randjärv: minul ei ole eesti rahva pärast häbi,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],
"Siseminister on alustanud hoopiski täiesti seaduslikku ja demokraatlikku juriidilist protsessi, millega piiratakse ülikoolide toimimist migratsioonipumpadena Euroopa Liitu.",MH,MH,N,N,19.10.2020 10:54,"Ministri sõna ei ole koheselt tegu, kuigi seltsimees koolikiusaja Sildam nii arvab",UuedUudised,UuedUudised,Eesti,['ränne'],['migra'],
"Martin Helme meenutas hiljutist uudist, kus Brasiilia saatis oma piirile marksistliku Venetsueelaga sõjaväe, et takistada migrantide sissevoolu – põhjuseks see, et Brasiilia piirilinnades kasvas põgenike kuritegevus liiga suureks.",2,2,N,N,02.09.2018 09:25,“Räägime asjast” välispoliitikast: Trumpi rünnatakse jätkuvalt mõttetute valesüüdistustega,UuedUudised,UuedUudised,Eesti,"['ränne', 'pagulased']","['migra', 'põgenik']",
"Kui süsteemi pole, läheb võti rändama.",MH,MH,N,N,18.06.2020 20:00,Kuidas ebameeldivat unustada ja vajalikku paremini meelde jätta? Mälutreener annab nõu,EkspressGrupp,UuedUudised,,['ränne'],['rända'],Kelly Kipper; Anne & Stiil arhiiv
"Üks agentuuri France Presse uudis paneb mõtleva inimese arutlema, et miks on migrantidel vaja nii hullusti pääseda Suurbritanniasse, kui see pidavat peavoolumeedia jutu järgi pärast Brexitit sügavasse vaesusesse langema.",MH,MH,N,N,03.03.2019 15:43,"Britid pidavat Brexitiga hullusti vaesuma, aga migrantide jaoks on see ikka tõotatud maa",UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
Tagasilükatud asüülitaotlustega inimesi ja illegaale hakatakse Hollandist välja saatma.,3,3,N,N,02.02.2017 13:30,Kas valimised Hollandis toovad kaasa Hollandi deislamiseerimise ja Nexiti?,UuedUudised,UuedUudised,Maailm,['pagulased'],"['asüül', 'illegaal']",
"Euroopat Aafrikast ja Aasiast eraldaval veteväljal toimub praegu kurbmäng, mille tulemusest sõltub see, kas migrantide uppumissurmad lakkavad ja inimkaubandus soikub, või jätkavad smugeldamine ja surmavikati vihisemine edukat kasvu.",3,3,N,N,20.08.2019 12:51,Vahemerelt: ainult karmi käe poliitika suudab inimkaubandusele piiri panna,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'inimkaub']",
"Targa poliitikaga oleks mistahes Venemaa võim ehk suutnud ära hoida ka Moskva tad˛iki ja teiste lõunamaade illegaalseid võõrtöölisi täis valgumast!Veel väidab Troitski, et EKRE ei pääsevat järgmistel valimistel Riigikogusse, mis näitab, et ta ei tunne üldse Eesti rahvusluse tausta ega tea toetust sellele.",MH,MH,N,N,05.11.2018 11:14,"Artemi Troitski, kelle tellimustööna te laimu levitate ja kus on tõestused?",UuedUudised,UuedUudised,Arvamus,"['pagulased', 'välistööjõud']","['illegaal', 'võõrtöö']",
"Peaaegu eksootikat pakub aga mullu detsembrist töötav noor ukrainlasest naistearst, kellel olla head kirurgikäed ja kes esialgu räägib vaid vene keelt.",MH,MH,N,N,01.03.2016 05:13,"HOMMIKUBLOGI: jätkub Autorollo kohtuprotsess, õhtul astuvad jalgpallihooaja avalahingus võistlustulle FC Flora ja Nõmme Kalju FC",EkspressGrupp,Delfi,,['rahvus'],['ukrainla'],
"USA rahvaloendusel, mis toimub iga kümne aasta järgi, peavad loendatud määratlema endid viies rassi kategoorias: 1) valge, 2) must ehk aafrika-ameeriklane, 3) aasialane, 4) indiaanlane või alaskalane ja 5) havailane ehk mõnelt teiselt vaikse ookeani saarelt pärinev.",MH,MH,N,N,11.01.2021 06:10,Jüri Toomepuu: rasside eitajate luuludest,UuedUudised,UuedUudised,Varia,['rass'],['([\\W ]|^)rass'],
"Samasse kategooriasse võib lülitada ka Greta Thunbergi aktsioonid, mis ei külva midagi muud kui ebamäärast ja isegi illegaalset mässumeelsust.",MH,MH,N,N,07.10.2019 08:22,Euroopa moodsad kampaaniad hävitavad Euroopat ennast,UuedUudised,UuedUudised,Eesti,['pagulased'],['illegaal'],
Poola peaminister Mateusz Morawiecki süüdistas eile migrandikriisis Valgevene Poola piiril Venemaa presidenti Vladimir Putinit.,MH,MH,N,N,10.11.2021 08:30,"VIDEOD ja OTSEBLOGI | Poola peaminister: NATO peab reageerima, toetusavaldustest ei piisa",EkspressGrupp,Delfi,,['ränne'],['migra'],Kaarel Kressa; Lauri Laugen; Mihkel Märtens
"Pooleteise aasta eest saabus Eestisse Euroopa Liidu rändekava raames kolmeliikmeline perekond, kes väitis end päri olevat Iraagist.",MH,MH,N,N,31.01.2018 12:12,Pagulasrindel muutusteta: pealesurutud kvoodirahvas passib Vao ja Vägeva keskustes,UuedUudised,UuedUudised,Eesti,['ränne'],['rände'],
"Le Peni kampaania üheks sõnumiks oli tähelepanek, et võitlus ei käi enam mitte traditsioonilise vasak- ja paremtiiva vahel, vaid globalismi ja rahvusluse vahel.„Globalism on rahvuslusejärgne ideoloogia.",MH,MH,N,N,28.05.2019 09:42,Marine Le Pen: totalitaarne Euroopa Liit ei suuda taluda mõtet muutustest või alternatiividest,UuedUudised,UuedUudised,Maailm,['paremäärmus'],['globalism'],
"Rubéni ema ütleb, et selle põhjuseks on Aquariuselt saabuvad sisserändajad.“Meile on öeldud, et üliõpilased ei saa oma kodudesse jääda, sest sinna majutatavatel põgenikel on palju haigusi,” ütleb ta.",MH,MH,N,N,19.06.2018 13:04,"Probleemide lahendus Hispaania moodi: tudengid korteritest välja, haiged paadipõgenikud sisse",UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['rända', 'põgenik']",
Ka presidendi globalismile suunatud riiklik poliitika leiab üha enam vastuseisu.,2,2,N,N,25.11.2018 07:56,Rahvusvaheliselt esiplaanile roniv president Macron muutub prantslaste jaoks aina vihatumaks,UuedUudised,UuedUudised,Maailm,['paremäärmus'],['globalism'],
"Globaliseerumise survet tuleb tasakaalustada rahvuslikuma poliitikagaSeejuures ei tohi unustada, et eestlaste võimalus omamoodi kodunemist ja eestlase elutunnet kaitsta ei seisne sulgumises välismaailma ees ja võõrahirmust tingitud karmis immigratsioonipoliitikas, vaid selles, kui teadlikult ja tõsiselt võtame oma kultuuri ning püstitame enesele kui rahvale vaimseid sihte.",MH,MH,N,N,18.08.2015 13:01,Imre Mürk: Põlisrahva õigus vaimsele kodunemisele pole rassism,UuedUudised,UuedUudised,Arvamus,"['ränne', 'paremäärmus']","['migra', 'võõrahirm']",
"Nimelt on Suurbritannias poliitiline islam tunginud sügavale poliitilisse süsteemi, kasutades Lääne nõrku kohti ära oma huvides.",MH,MH,N,N,05.11.2020 09:29,President Macroni võitlus islamismiga sai kriitikat Briti ajalehelt,UuedUudised,UuedUudised,Maailm,['rahvus'],['islam'],
"Selline käsitlus paneb isegi Uute Uudiste toimetaja õlgu väristama – jutt käiks nagu mingist natsiriigist, kus inimeste elu on pidevalt ohus ja süürlanna peab olema meeletult vapper, et siin ellu jääda.",MH,MH,N,N,15.02.2019 08:15,"Soome rootsikeelne portaal kirjutab hirmujutte rassistlikust Eestist, taustaks sajanditagune pilt",UuedUudised,UuedUudised,Eesti,['rahvus'],['süürla'],
"Enamus vahendeid kuluvad Saksamaal, Belgias ja Prantsusmaal immigrantidega tegelemisele ja nad on juba tükk aega väljendanud vastuseisu kaitsekulutuste kasvule lükates selle tulevikku.",MH,MH,N,N,06.06.2018 18:00,USA soovitab Euroopal ärgata “Okasroosikese” unest ja panustada kiiresti heidutusse,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"EKRE võitleb Eestis ainsana selle eest, et meist ei saaks sellist maapealset põrgut, nagu on multikultimaad Saksamaa; Rootsi, Prantsusmaa ja paljud teised.",1,1,N,N,26.09.2021 16:00,EKRE põhimõttekindlus on liberaalsele poliitikamaastikule “hirmutav”,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['multikult'],
"Küll aga on neil kohustus võidelda rahvusvahelise inimkaubanduse vastu ja tagada Eesti inimeste julgeolek,“ ütles Helme.",MH,MH,N,N,15.03.2017 16:09,Mart Helme nõuab: Eestisse saabuvatele kvoodipagulastele tuleb teha DNA-test,EkspressGrupp,Delfi,,['pagulased'],['inimkaub'],
"Praegune debatt pagulaste ja integratsiooni üle teeb muret,” tõdes Aspaker.",MH,MH,N,N,03.04.2016 21:10,Norra toetusprojekt Eestis kasvab 68 miljoni euroni,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],
Uus valitsus peab läbi suruma väga vajalikud reformid aeglaselt kuueaastasest majanduslangusest välja tulevas riigis ning tegelema riiki läbivate kümnete tuhandete pagulastega.,3,3,N,N,09.11.2015 06:07,VIDEO: Horvaatia parlamendivalimised võitis konservatiivne opositsioon,EkspressGrupp,Delfi,,['pagulased'],['pagula'],
"), kuid meil on üpris traumaatilised kogemused nõukogude perioodi migratsioonisurvest.",3,3,N,N,17.07.2015 07:15,Andres Herkel: sada päeva nõrka valitsust,EkspressGrupp,Delfi,,['ränne'],['migra'],
"Muidu jätkub elu sama inetus vormis nagu lugu Kalevipojaga, mille püstitamist soovib valdav osa inimestest, ent mida blokeerib mõjukas globalistide ja snoobide seltskond.",MH,MH,N,N,24.06.2020 07:58,Gandhi tahab kolida Mustamäele,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['globalist'],
"Massimigratsioon üle Vahemere ja Balkani trassil on olemuselt suur inimsusevastane kuritegu, mille üheks kaasosaliseks on liberaalne Euroopa – loodetavasti tuleb selles osas kunagi tõsine rahvusvaheline kohus, kus kohtupingis on ka Saksamaa kantsler Angela Merkel, kes kutsus avalikult süürlasi Saksamaale.",2,2,N,N,07.05.2020 05:21,Rahvaste rännet ergutanud liberaalne maailm valab oma tegude tagajärgede pärast krokodillipisaraid,UuedUudised,UuedUudised,Maailm,"['ränne', 'rahvus']","['migra', 'süürla']",
„Migratsioon on raputanud kogu Euroopat ja seepärast on äärmiselt oluline teemat põhalikult käsitleda.,3,3,N,N,09.11.2018 10:38,Riigikogu väliskomisjon soovib Sven Mikserilt ülevaadet ÜRO rändepakti kohta,EkspressGrupp,Delfi,,['ränne'],['migra'],
"Mõistagi ei räägita ka nende rassist ja rahvusest, mis on juba iseenesest paljuütlev – kui tegu on valge põlisrahvusest inimesega, öeldakse see igal pool Läänes kohe parastavalt välja.",MH,MH,N,N,26.08.2019 11:57,Mida võiks välja lugeda Soome tulistamiste meediakajastusest?,UuedUudised,UuedUudised,Maailm,['rass'],['([\\W ]|^)rass'],
"Kui inimene satub SPLC musta nimekirja, siis blokeerivad tehnoloogiahiiud ta ainult sellele tuginedes, ilma võimaluseta kaevata otsust edasi, ilma aruteluta; punkt.“George Sorose rahastatud SPLC on nimetanud Spencerit moslemivastase propaganda tegijaks ning Jihad Watchi moslemeid tümitavaks veebileheks.",MH,MH,N,N,18.08.2018 17:32,Robert Spencer Breitbartis: vasakpoolsete tsensuur internetis on hullem kui oli totalitarism NSV Liidus või natsi-Saksamaal,UuedUudised,UuedUudised,Arvamus,['rahvus'],['moslem'],
"Piiratud määral samast kultuuriruumist immigrantide Eestisse elama asumist toetas 53%, väga vähesel määral 15% ja üldse mitte 8%.",4,4,N,N,13.10.2019 05:27,Ajaloolane Jaak Valge: Kas EKRE on paremäärmuslik või rahvuskonservatiivne?,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Elamisluba taotlesid välismaalased, kes soovisid asuda Eestisse elama enda Eesti kodanikust registreeritud elukaaslase juurde./…/ Riigikohtu üldkogu hinnangul oli kohtuasjas küsimuse all see, kas põhiseaduses tagatud perekonnapõhiõigus kaitseb ka samast soost registreeritud elukaaslaste õigust Eestis pereelu elamiseks.",MH,MH,N,N,21.06.2019 13:14,kehtiva seaduse puudumisel mängitakse Põhiseaduse võrdsussätetega,UuedUudised,UuedUudised,Eesti,"['välistööjõud', 'mittekodanikud']","['välismaala', 'elamisluba']",
Massiimmigratsiooni hirm kadus vist ära?.,MH,MH,N,N,31.12.2020 00:18,"Indrek Tarand on tüdinud. „Ma ei usu, et ma üldse tahaks elus rohkem valimistega tegeleda”",EkspressGrupp,Eesti Päevaleht,,['ränne'],['migra'],Joosep Tiks
"Kõigepealt, välismaalaste seaduse § 107 kohaselt on tööandja kohustatud lühiajaliselt Eestis töötavale välismaalasele Eesti keskmist brutotöötasu maksma, hooajatöötajatele aga palgakriteeriumi määratud ei ole.",MH,MH,N,N,28.05.2018 09:14,Teadur Jaak Valge: välismaalaste seaduse muudatused tekitavad suure julgeolekuriski,UuedUudised,UuedUudised,Eesti,['välistööjõud'],"['hooajatöö', 'välismaala']",
"Olgu siis ohvriteks liitlassõdurid, turistid, kohalikud elanikud või Eestis varjupaika otsivad sõjapõgenikud.",MH,MH,N,N,28.10.2015 19:36,Endine kaitseminister Sven Mikser rassistlikest rünnakutest: tahaksin nördimusest ja piinlikkusest maa alla vajuda,EkspressGrupp,Delfi,,['pagulased'],['põgenik'],
"„Kui konkurendid hirmutavad inimesi pagulasmassidega, siis meie kordame kas või 100 korda päevas, et Keskerakonna juhtimisel ei ole ega tule kohustuslikke pagulaskvoote,“ rõhutas ta.",MH,MH,N,N,08.12.2018 17:51,FOTOD | Ratas: Keskerakond ei lähe räpase valimiskampaaniaga kaasa,EkspressGrupp,Delfi,,['pagulased'],['pagula'],
"Frontex loodi 2004. aastal terrorismi, inimkaubanduse ja migrantide smugeldamisega seotud probleemidega tegelemiseks, seda koostöös liikmesriikide piirivalvega.",4,4,N,N,10.06.2021 06:12,"Euroopa Kontrollikoda pole rahul Frontexi tööga Euroopa välispiiri kaitsmisel, töö takistajateks on inimõiguslased",UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'inimkaub', 'piirivalv']",
"Kasutatud kirjandus:Cole Bunzel, From Paper State to Caliphate: The Ideology of the Islamic State, The Brookings Project on U.S. Relations with the Islamic World, Ana lysis Paper, No.",MH,MH,N,N,24.08.2016 07:00,SÕDURI ANALÜÜS: Takf?r’i terroristid – kaugelt pärit oht Euroopa südames,EkspressGrupp,Forte,,['rahvus'],['islam'],
"Me ei taha elada sellisel planeedil, mis on kaetud ühetaolise, sooneutraalse, multirassilise ja multikultuurse biomassiga.",2,2,N,N,04.09.2016 07:36,Urmas Espenberg: Globalismi ja rahvusluse leppimatu heitlus,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['multikult'],
Nendel kahel mehel on Soome elamisluba.,MH,MH,N,N,24.11.2015 23:44,Eesti saatis Bagdadi 3- ja 4-aastased pisitüdrukud,EkspressGrupp,Eesti Ekspress,,['mittekodanikud'],['elamisluba'],
Piiramatu ränne on inimõigus.,4,4,N,N,02.06.2016 13:18,"Martin Helme: Eestis ei ole võõravihaprobleemi, vaid on omavihaprobleem",UuedUudised,UuedUudised,Eesti,['ränne'],['ränne'],
"Igal pool mujal oleme me võõrad, emigrandid, võõrtöölised, kalevipojad või kes iganes.”Helme rõhutab, et 24. veebruaril on siiski meie kõigi, ka võõrsil oma kodumaa suurt tähtpäeva tähistavate eestlaste pidupäev.“Moodsad sidevahendid annavad ka Ameerikas, Austraalias või Aasias elavatele eestlastele võimaluse vähemalt virtuaalselt tunda ennast osakesena meie rahvusperest.",MH,MH,N,N,24.02.2018 19:31,"Mart Helme vabariigi juubeli puhul: meil on ainult üks kodumaa, mujal oleme võõrad",UuedUudised,UuedUudised,Eesti,"['ränne', 'välistööjõud']","['migra', 'võõrtöö']",
Välismaalastelt trahvi sissenõudmise puhul on ka politsei- ja piirivalveameti käed seotud.,MH,MH,N,N,14.08.2016 21:10,Välismaal saadud trahvide tasumine on senini sisuliselt vabatahtlik,EkspressGrupp,Eesti Päevaleht,,"['pagulased', 'välistööjõud']","['piirivalv', 'välismaala']",
"Nimelt teatas Kurz, et Austria saadab välja mitu välismaalt rahastatud imaami ja sulgeb seitse mo�eed osana vastumeetmetest poliitilisele islamile, kusjuures see pidavat tema sõnul olema alles algus.“Poliitilise islami paralleelühiskondadel ja radikaliseerumise tendentsidel ei ole meie riigis kohta,” selgitas Kurz pressikonverentsil valitsuse edasisi plaane tutvustades, vahendab ERR.Kurzi sõnul järgnevad valitsuse sammud usuasjade ameti juurdlustulemustele sel aastal avalikkusesse jõudnud fotode suhtes, millel kujutati lapsi Türgi toetusega mo�eedes surnuid kehastamas ning Esimese maailmasõja aegset Gallipoli lahingu uuesti läbi mängimist.",MH,MH,N,N,08.06.2018 08:49,Rekonkista on alanud: Austria sulgeb seitse mo�eed ja saadab riigist välja kümneid imaame,UuedUudised,UuedUudised,Maailm,['rahvus'],['islam'],
"Tõdesin taas, kui tugevad ja sitked on vietnamlased.",MH,MH,N,N,22.11.2017 04:20,Torm ründas punktipealt,EkspressGrupp,Eesti Ekspress,,['rahvus'],['vietnamla'],
"Arvatavasti umbes 60-aastane Akhundzada ei ole tuntud oma sõjalise strateegia poolest, vaid on islamiõpetlane ja juhib Talibani sellelt põhjalt.",MH,MH,N,N,18.08.2021 08:27,Afganistani arvatavad uued juhid on juba Nõukogude armee vastu sõdinud mulla Baradar ja usklike juht Akhundzada,EkspressGrupp,Delfi,,['rahvus'],['islam'],Lauri Laugen
"Siit on vaid üks samm geiagenda võiduhõiskeni — te andsite samasoolisele elamisloa, tunnustades teda abikaasana — miks te siis abielusid ametlikult ei sõlmi?",MH,MH,N,N,06.06.2018 11:11,Euroopa Kohus surub suveräänsetele riikidele jõhkralt geiagenda nõudmisi peale,UuedUudised,UuedUudised,Maailm,['mittekodanikud'],['elamisloa'],
Rändevool Euroopasse ei ole koroonapandeemia tõttu kehtestatud piirangutest hoolimata kahanenud.,MH,MH,N,N,16.07.2021 06:24,Maroko merevägi päästis 344 Euroopasse teel olnud migranti,UuedUudised,UuedUudised,Maailm,['ränne'],['rände'],
"Asju saaks teha paremini, kui kõigi institutsioonide roll oleks selge ja olemas riiklik koostöömudel, arvas Saharov.iina Alev on JMK pagulaste tugiisik, kes abistab Tallinnas kolme sudaanlast.",MH,MH,N,N,28.05.2015 21:30,Pagulaste arvu järsk suurenemine nõuab tugisüsteemi muutmist,EkspressGrupp,Eesti Päevaleht,,"['pagulased', 'rahvus']","['pagula', 'sudaanla']",
"„See on reaalsus, lepi sellega.“ Või siis: „On reaalsus, et elame globaliseeruvas maailmas, kus rahvusriigid on minevik.“ Või: „ On reaalsus, et migrantide ja põgenike vool Euroopasse jätkub.“ Või siis: „On reaalsus, et maailma rahvastiku äratoitmiseks vajame GMOsid.“ Muidugi on neil alati välja pakkuda ka üks ja ainus õige lahendus, mis esindab nende ja nende tunnelikaaslaste (eba)reaalsust.",MH,MH,N,N,11.10.2016 21:30,Reaalsustoru sees ja sellest väljas,EkspressGrupp,Eesti Ekspress,,"['ränne', 'pagulased']","['migra', 'põgenik']",
"Ühelt poolt mahitatakse takka massiimmigratsiooni ja keeldutakse muutmast mittetoimivad immigratsiooniseaduseid, teisalt aga keeldutakse kategooriliselt vastutuse võtmist oma tegevuse tagajärgede eest.",MH,MH,N,N,18.04.2019 12:27,"Ameerika “varjupaigalinnad” on paanikas, sest president Trump tahab migrandid nende leivale saata",UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"USA õhujõudude kõrgeim tsiviiljuht möönis, et Euroopa seisab silmitsi keeruliste immigratsiooni- ja majandusprobleemidega, kuid tema sõnul peaksid NATO ja sellega seotud kohustused olema selge prioriteet.",MH,MH,N,N,09.07.2015 06:06,USA õhujõududeminister: Venemaa on suurim oht,EkspressGrupp,Delfi,,['ränne'],['migra'],
"Küll on teada, et tegu ei olnud rünnakuga ning veel vähem mustanahalise inimese poolt.",MH,MH,N,N,13.01.2016 15:51,"Tartus koolipoissi väidetavalt rünnanud ""mustanahalise nooruki juhtum"" osutus väljamõeldiseks",EkspressGrupp,Delfi,,['rass'],['mustanahali'],
"See ei saa olla ainult Itaalia probleem,"" ütles ÜRO põgenikeameti ülemvolinik Filippo Grandi.",MH,MH,N,N,02.07.2017 07:17,Kriisikohtumine tulekul: Itaalia ähvardas migrantide voolu ees sadamad sulgeda,EkspressGrupp,Delfi,,['pagulased'],['põgenik'],
